Sr,Date,month,year,Index,Open,High,Low,Close,Volume,Adjusted,RSI,pSAR
3112,14-05-2019,May,2019,TM,118.870003,119.739998,118.730003,119.07,136800,119.07,36.24173,488.25
3113,15-05-2019,May,2019,TM,118.849998,120.889999,118.459999,120.639999,274300,120.639999,33.9186,487.637
3114,16-05-2019,May,2019,TM,119.150002,120.290001,119,119.900002,160900,119.900002,40.26857,486.27152
3115,17-05-2019,May,2019,TM,118.379997,119.089996,118.199997,118.400002,334100,118.400002,48.2924,484.96066
3116,20-05-2019,May,2019,TM,118.120003,118.790001,117.879997,118.110001,156300,118.110001,63.21719,483.70223
3117,21-05-2019,May,2019,TM,117.849998,118.389999,117.459999,118.25,124300,118.25,58.10741,482.49414
3118,22-05-2019,May,2019,TM,117.779999,117.980003,117.269997,117.32,107600,117.32,58.97105,480.4245
3119,23-05-2019,May,2019,TM,117.379997,117.860001,117.050003,117.470001,116500,117.470001,55.50933,477.75453
3120,24-05-2019,May,2019,TM,118.839996,118.879997,118.040001,118.550003,121200,118.550003,61.18434,474.67408
3121,28-05-2019,May,2019,TM,119.870003,120.660004,119.379997,119.400002,145300,119.400002,63.4646,471.90168
3122,29-05-2019,May,2019,TM,119.879997,119.879997,118.900002,119.550003,125700,119.550003,60.19827,446.95001
3123,30-05-2019,May,2019,TM,119.779999,119.919998,119.379997,119.75,125900,119.75,62.78216,447.42601
3124,31-05-2019,May,2019,TM,117.5,117.720001,117.099998,117.580002,181300,117.580002,61.60882,447.89249
3125,03-06-2019,Jun,2019,TM,117.580002,118.269997,117.440002,118.129997,102000,118.129997,66.45207,470.75
3126,04-06-2019,Jun,2019,TM,118.730003,119.769997,118.510002,119.540001,228500,119.540001,63.00148,470.183
3127,05-06-2019,Jun,2019,TM,120.5,121,120.040001,120.220001,136100,120.220001,#N/A,468.75168
3128,06-06-2019,Jun,2019,TM,121.050003,121.449997,120.860001,121.300003,116600,121.300003,54.8351,467.37761
3129,07-06-2019,Jun,2019,TM,121.949997,122.870003,121.879997,122.389999,120300,122.389999,55.76873,465.37496
3130,10-06-2019,Jun,2019,TM,123.459999,123.93,123.360001,123.489998,118700,123.489998,57.59361,462.38896
3131,11-06-2019,Jun,2019,TM,124.5,125.25,124.379997,124.989998,153500,124.989998,59.09307,458.77506
3132,12-06-2019,Jun,2019,TM,125.099998,126,125.099998,125.68,233100,125.68,56.13342,454.84205
3133,13-06-2019,Jun,2019,TM,124.449997,124.790001,124.190002,124.790001,119800,124.790001,56.44192,451.38101
3134,14-06-2019,Jun,2019,TM,124.449997,124.650002,124.260002,124.389999,154300,124.389999,51.87337,448.33529
3135,17-06-2019,Jun,2019,TM,124.290001,124.470001,123.809998,124.169998,85300,124.169998,45.29568,426
3136,18-06-2019,Jun,2019,TM,124.809998,125.489998,124.699997,125.370003,120700,125.370003,46.23349,426.68
3137,19-06-2019,Jun,2019,TM,125.199997,125.279999,124.720001,125.209999,75400,125.209999,46.23349,428.1048
3138,20-06-2019,Jun,2019,TM,125.910004,125.989998,125.260002,125.800003,83100,125.800003,53.02319,430.24651
3139,21-06-2019,Jun,2019,TM,124.93,125.220001,124.720001,124.830002,88700,124.830002,48.01104,432.98679
3140,24-06-2019,Jun,2019,TM,125.059998,125.199997,124.720001,124.790001,157000,124.790001,46.92875,435.50785
3141,25-06-2019,Jun,2019,TM,124.779999,124.779999,123.440002,123.93,109300,123.93,51.59113,437.82722
3142,26-06-2019,Jun,2019,TM,123.919998,124.050003,123.150002,123.290001,96200,123.290001,53.88955,439.96104
3143,27-06-2019,Jun,2019,TM,123.919998,124.5,123.470001,123.669998,56000,123.669998,53.56732,441.92416
3144,28-06-2019,Jun,2019,TM,124.089996,124.43,123.839996,123.989998,83700,123.989998,50.69973,443.73023
3145,01-07-2019,Jul,2019,TM,126.629997,126.800003,125.32,125.790001,179200,125.790001,54.52061,445.9472
3146,02-07-2019,Jul,2019,TM,126.300003,127.239998,126.300003,127,173200,127,56.6276,448.63554
3147,03-07-2019,Jul,2019,TM,126.870003,127.43,126.230003,126.830002,72100,126.830002,56.94,451.00127
3148,05-07-2019,Jul,2019,TM,126.150002,126.639999,125.949997,126.57,75300,126.57,50.01385,468.35001
3149,08-07-2019,Jul,2019,TM,126.279999,127.440002,126.190002,126.870003,170900,126.870003,38.80322,467.78901
3150,09-07-2019,Jul,2019,TM,126.860001,126.900002,126.410004,126.900002,85500,126.900002,38.70339,467.23923
3151,10-07-2019,Jul,2019,TM,126.620003,127.68,126.620003,127.379997,131500,127.379997,36.56402,466.70044
3152,11-07-2019,Jul,2019,TM,127.080002,127.080002,126.370003,126.75,74900,126.75,41.68015,466.17243
3153,12-07-2019,Jul,2019,TM,127.400002,128.130005,127,127.709999,118900,127.709999,40.40993,465.05153
3154,15-07-2019,Jul,2019,TM,128.100006,128.490005,127.230003,127.629997,115900,127.629997,42.62731,462.92444
3155,16-07-2019,Jul,2019,TM,128.380005,129.320007,128.279999,128.610001,221400,128.610001,47.03253,460.92498
3156,17-07-2019,Jul,2019,TM,129.5,129.639999,129.149994,129.360001,176000,129.360001,48.46078,458.07498
3157,18-07-2019,Jul,2019,TM,129.270004,130.160004,129.270004,129.809998,226400,129.809998,43.82984,455.45298
3158,19-07-2019,Jul,2019,TM,131.309998,131.600006,130.029999,130.169998,411600,130.169998,36.4687,451.40768
3159,22-07-2019,Jul,2019,TM,131.259995,131.580002,130.860001,131.139999,263300,131.139999,33.94645,442.26876
3160,23-07-2019,Jul,2019,TM,131.699997,131.990005,131.570007,131.75,104500,131.75,33.42802,430.54113
3161,24-07-2019,Jul,2019,TM,132.279999,133.160004,132.240005,133,158400,133,31.39971,420.45537
3162,25-07-2019,Jul,2019,TM,133.070007,133.070007,132.220001,132.5,114900,132.5,30.75674,411.78162
3163,26-07-2019,Jul,2019,TM,131.720001,132.240005,131.380005,131.949997,88700,131.949997,33.23132,404.32219
3164,29-07-2019,Jul,2019,TM,131.660004,132.130005,131.610001,131.729996,134500,131.729996,29.83004,397.90709
3165,30-07-2019,Jul,2019,TM,131.100006,131.449997,130.699997,131.130005,89700,131.130005,26.62662,392.3901
3166,31-07-2019,Jul,2019,TM,129.460007,129.889999,128.380005,129.050003,203200,129.050003,29.19823,387.64548
3167,01-08-2019,Aug,2019,TM,130.199997,131.399994,129.139999,129.619995,122800,129.619995,25.1757,358.5
3168,02-08-2019,Aug,2019,TM,128,129.190002,128,128.949997,101100,128.949997,26.54194,359.049
3169,05-08-2019,Aug,2019,TM,129.419998,129.830002,127.699997,128.300003,294700,128.300003,23.01774,360.18304
3170,06-08-2019,Aug,2019,TM,127.459999,127.739998,125.639999,127.050003,188900,127.050003,29.43041,361.27172
3171,07-08-2019,Aug,2019,TM,127.349998,128.470001,127.019997,128.220001,290600,128.220001,26.82445,362.31685
3172,08-08-2019,Aug,2019,TM,128.490005,129.589996,128.039993,129.350006,106400,129.350006,38.09564,363.32017
3173,09-08-2019,Aug,2019,TM,129.229996,129.490005,128.160004,128.979996,128400,128.979996,42.2722,365.09196
3174,12-08-2019,Aug,2019,TM,128.679993,128.850006,127.830002,128.229996,126700,128.229996,#N/A,367.56861
3175,13-08-2019,Aug,2019,TM,128.300003,129.940002,128.199997,129.419998,146400,129.419998,36.03523,369.84712
3176,14-08-2019,Aug,2019,TM,128.210007,128.210007,126.099998,126.480003,184000,126.480003,41.29046,371.94335
3177,15-08-2019,Aug,2019,TM,127,127.629997,126.839996,127.360001,139400,127.360001,#N/A,373.87188
3178,16-08-2019,Aug,2019,TM,127.830002,128.990005,126.839996,128.789993,116700,128.789993,42.19873,374.04999
3179,19-08-2019,Aug,2019,TM,129.669998,129.970001,129.5,129.639999,73900,129.639999,42.51627,374.04999
3180,20-08-2019,Aug,2019,TM,129.479996,129.699997,128.949997,129.029999,73800,129.029999,41.04736,374.20001
3181,21-08-2019,Aug,2019,TM,129.820007,130.169998,129.740005,129.880005,83700,129.880005,37.34578,375.5
3182,22-08-2019,Aug,2019,TM,129.839996,130.259995,129.470001,129.649994,53100,129.649994,31.77654,378.61
3183,23-08-2019,Aug,2019,TM,128.970001,129.789993,127.720001,127.830002,111100,127.830002,36.81052,381.9868
3184,26-08-2019,Aug,2019,TM,130.929993,131.389999,130.139999,130.779999,179900,130.779999,47.6185,386.32865
3185,27-08-2019,Aug,2019,TM,131.020004,131.270004,130.339996,130.460007,99100,130.460007,49.55024,392.94807
3186,28-08-2019,Aug,2019,TM,130.179993,130.570007,129.800003,130.289993,100500,130.289993,47.21329,398.50838
3187,29-08-2019,Aug,2019,TM,130.490005,130.619995,130.070007,130.5,92100,130.5,43.55838,403.17904
3188,30-08-2019,Aug,2019,TM,131.020004,131.289993,130.330002,130.630005,50600,130.630005,46.94575,427.70001
3189,03-09-2019,Sep,2019,TM,131.399994,131.860001,131.179993,131.570007,97900,131.570007,39.30446,427.23801
3190,04-09-2019,Sep,2019,TM,131.320007,132.369995,131.320007,132.100006,107600,132.100006,41.43683,426.28049
3191,05-09-2019,Sep,2019,TM,130.580002,131.639999,130.580002,131.169998,155100,131.169998,41.58795,424.82366
3192,06-09-2019,Sep,2019,TM,132.009995,132.25,131.809998,132.050003,331300,132.050003,46.18194,422.75777
3193,09-09-2019,Sep,2019,TM,132.889999,133.229996,132.759995,132.830002,188700,132.830002,48.69293,397.39999
3194,10-09-2019,Sep,2019,TM,133.580002,133.869995,133.320007,133.619995,133300,133.619995,#N/A,397.39999
3195,11-09-2019,Sep,2019,TM,135.639999,135.960007,135.320007,135.550003,193500,135.550003,50.13536,398.01199
3196,12-09-2019,Sep,2019,TM,135.309998,136.300003,135.309998,135.789993,117300,135.789993,47.79442,398.61175
3197,13-09-2019,Sep,2019,TM,136.779999,137.190002,136.630005,136.660004,195000,136.660004,52.0388,399.19952
3198,16-09-2019,Sep,2019,TM,136.199997,136.270004,135.539993,135.940002,141000,135.940002,48.72146,400.51554
3199,17-09-2019,Sep,2019,TM,137,137.889999,136.899994,137.820007,145900,137.820007,41.42017,401.77892
3200,18-09-2019,Sep,2019,TM,137.550003,137.630005,136.570007,137.050003,83500,137.050003,42.57185,402.99176
3201,19-09-2019,Sep,2019,TM,136.820007,137.139999,136.429993,136.550003,72800,136.550003,37.85658,404.15609
3202,20-09-2019,Sep,2019,TM,137.070007,137.729996,136.520004,136.559998,97800,136.559998,58.56457,405.27385
3203,23-09-2019,Sep,2019,TM,135.25,136.669998,135.25,136.369995,105500,136.369995,65.62687,407.23742
3204,24-09-2019,Sep,2019,TM,137.699997,138.350006,137.059998,137.410004,237300,137.410004,65.18644,409.08317
3205,25-09-2019,Sep,2019,TM,136.350006,136.929993,135.570007,136.619995,165900,136.619995,59.8514,410.81818
3206,26-09-2019,Sep,2019,TM,137.899994,138.410004,136.800003,138.320007,180900,138.320007,62.75689,412.44909
3207,27-09-2019,Sep,2019,TM,136.850006,137.130005,135.899994,136.279999,114200,136.279999,60.63576,413.98214
3208,30-09-2019,Sep,2019,TM,133.550003,134.679993,133.110001,134.490005,172600,134.490005,59.24575,415.04999
3209,01-10-2019,Oct,2019,TM,134.630005,134.630005,132.979996,133.289993,302000,133.289993,55.13044,415.04999
3210,02-10-2019,Oct,2019,TM,132.220001,132.479996,130.979996,131.470001,136100,131.470001,#N/A,415.10001
3211,03-10-2019,Oct,2019,TM,130.589996,131.220001,129.740005,131.199997,149400,131.199997,53.52669,416.47401
3212,04-10-2019,Oct,2019,TM,131.350006,131.960007,131.100006,131.820007,118400,131.820007,48.88256,418.43209
3213,07-10-2019,Oct,2019,TM,131.199997,131.869995,130.979996,131.149994,183900,131.149994,47.34444,420.23352
3214,08-10-2019,Oct,2019,TM,131.869995,132.169998,131.179993,131.429993,152500,131.429993,#N/A,421.89084
3215,09-10-2019,Oct,2019,TM,132.889999,133.419998,132.710007,133.009995,137000,133.009995,53.43735,423.41557
3216,10-10-2019,Oct,2019,TM,132.460007,133,132.300003,132.649994,91200,132.649994,50.66404,426.00902
3217,11-10-2019,Oct,2019,TM,135.199997,136.220001,135.059998,135.449997,148300,135.449997,53.02413,431.04793
3218,14-10-2019,Oct,2019,TM,135.279999,135.559998,135.029999,135.070007,56000,135.070007,54.18194,468
3219,15-10-2019,Oct,2019,TM,136.800003,137.360001,136.380005,136.869995,169400,136.869995,56.93241,467.266
3220,16-10-2019,Oct,2019,TM,137.179993,137.429993,136.589996,136.759995,171600,136.759995,58.04415,465.60136
3221,17-10-2019,Oct,2019,TM,136.179993,136.350006,135.610001,135.949997,115300,135.949997,61.69233,462.86528
3222,18-10-2019,Oct,2019,TM,135.919998,135.979996,135.380005,135.770004,113400,135.770004,63.7858,459.12406
3223,21-10-2019,Oct,2019,TM,136.419998,136.699997,136.210007,136.320007,95700,136.320007,#N/A,454.27665
3224,22-10-2019,Oct,2019,TM,136.600006,136.990005,136.300003,136.350006,80700,136.350006,60.32931,448.60345
3225,23-10-2019,Oct,2019,TM,136.75,137.320007,136.610001,137.320007,112700,137.320007,60.8208,443.61104
3226,24-10-2019,Oct,2019,TM,137.899994,138.169998,137.669998,138.149994,137500,138.149994,59.73623,439.21771
3227,25-10-2019,Oct,2019,TM,138.220001,138.440002,137.720001,138.279999,147900,138.279999,59.78296,435.35159
3228,28-10-2019,Oct,2019,TM,137.949997,138.360001,137.660004,138.339996,117400,138.339996,#N/A,407
3229,29-10-2019,Oct,2019,TM,138.199997,138.740005,138.199997,138.679993,149700,138.679993,63.6633,407.52
3230,30-10-2019,Oct,2019,TM,137.419998,139.089996,137.419998,139.020004,136400,139.020004,68.53811,408.0296
3231,31-10-2019,Oct,2019,TM,138.699997,138.860001,138.25,138.550003,166500,138.550003,69.49461,408.52901
3232,01-11-2019,Nov,2019,TM,139.619995,140.089996,139.449997,139.830002,115800,139.830002,69.88136,409.01843
3233,04-11-2019,Nov,2019,TM,140.029999,140.630005,140.029999,140.559998,137900,140.559998,71.39304,409.49806
3234,05-11-2019,Nov,2019,TM,140.880005,140.940002,140.410004,140.740005,80500,140.740005,69.60471,433
3235,06-11-2019,Nov,2019,TM,140.630005,140.850006,140.190002,140.369995,98900,140.369995,71.17903,432.385
3236,07-11-2019,Nov,2019,TM,142.699997,143.5,142.639999,142.860001,179800,142.860001,72.61871,430.9496
3237,08-11-2019,Nov,2019,TM,144,144.580002,143.929993,144.389999,191900,144.389999,64.7578,429.57162
3238,11-11-2019,Nov,2019,TM,144.949997,145.410004,144.350006,145.059998,210200,145.059998,64.96632,428.24875
3239,12-11-2019,Nov,2019,TM,144.770004,145.279999,143.679993,144.539993,119600,144.539993,#N/A,426.25383
3240,13-11-2019,Nov,2019,TM,144.490005,144.710007,144.029999,144.559998,113800,144.559998,59.72435,424.3786
3241,14-11-2019,Nov,2019,TM,143.5,143.869995,142.880005,143.869995,98800,143.869995,61.18436,422.61588
3242,15-11-2019,Nov,2019,TM,144.009995,144.399994,143.919998,144.270004,114500,144.270004,62.27498,420.95893
3243,18-11-2019,Nov,2019,TM,143.300003,143.759995,143.270004,143.600006,128400,143.600006,61.40161,419.40139
3244,19-11-2019,Nov,2019,TM,143.559998,143.559998,142.800003,142.850006,133300,142.850006,64.13919,417.93731
3245,20-11-2019,Nov,2019,TM,141.75,141.869995,140.5,141.369995,93300,141.369995,66.82785,416.56107
3246,21-11-2019,Nov,2019,TM,142.100006,142.380005,141.860001,142.139999,61300,142.139999,64.13346,415.26741
3247,22-11-2019,Nov,2019,TM,143.100006,143.100006,142.350006,142.529999,69900,142.529999,59.58279,389.29999
3248,25-11-2019,Nov,2019,TM,140.75,142.699997,140.75,142.539993,115700,142.539993,67.02152,389.29999
3249,26-11-2019,Nov,2019,TM,141.979996,142,141.279999,141.970001,86400,141.970001,64.14228,390.83799
3250,27-11-2019,Nov,2019,TM,141.490005,141.860001,141.009995,141.660004,179900,141.660004,66.82113,392.31447
3251,29-11-2019,Nov,2019,TM,140.149994,140.580002,140.070007,140.210007,107800,140.210007,61.29253,393.73189
3252,02-12-2019,Dec,2019,TM,141.350006,141.350006,139.699997,140.270004,117800,140.270004,60.70589,395.09261
3253,03-12-2019,Dec,2019,TM,140.509995,140.789993,139.949997,140.729996,109300,140.729996,56.66241,397.09406
3254,04-12-2019,Dec,2019,TM,144.020004,144.020004,142.740005,143.380005,175400,143.380005,59.31085,398.97542
3255,05-12-2019,Dec,2019,TM,143.100006,143.130005,142.580002,142.830002,91500,142.830002,57.39894,401.73338
3256,06-12-2019,Dec,2019,TM,142.350006,142.850006,142.330002,142.770004,93900,142.770004,50.54317,405.20004
3257,09-12-2019,Dec,2019,TM,143.130005,143.130005,141.860001,141.889999,99300,141.889999,51.57174,409.47804
3258,10-12-2019,Dec,2019,TM,141.300003,141.660004,141,141.179993,147000,141.179993,46.33725,413.94711
3259,11-12-2019,Dec,2019,TM,141.330002,141.830002,140.979996,141.619995,139400,141.619995,49.95686,417.79052
3260,12-12-2019,Dec,2019,TM,140.850006,141.800003,140.229996,141.600006,150000,141.600006,53.82591,421.09584
3261,13-12-2019,Dec,2019,TM,142.610001,142.880005,141.779999,142.100006,89100,142.100006,60.03302,423.93842
3262,16-12-2019,Dec,2019,TM,142.190002,142.649994,142.179993,142.529999,75900,142.529999,57.65749,427.06828
3263,17-12-2019,Dec,2019,TM,142.380005,142.860001,142.289993,142.770004,70600,142.770004,63.00844,429.69735
3264,18-12-2019,Dec,2019,TM,142.419998,142.539993,142.139999,142.389999,69700,142.389999,65.41288,431.29999
3265,19-12-2019,Dec,2019,TM,142.979996,143,142.460007,142.759995,92700,142.759995,66.96276,443.5
3266,20-12-2019,Dec,2019,TM,140.559998,142.259995,140.559998,141.970001,129300,141.970001,67.46273,443.251
3267,23-12-2019,Dec,2019,TM,142.119995,142.119995,141.699997,141.960007,85900,141.960007,66.65471,442.30096
3268,24-12-2019,Dec,2019,TM,141.5,141.679993,141.190002,141.339996,66700,141.339996,62.33944,440.3689
3269,26-12-2019,Dec,2019,TM,141.360001,141.529999,140.839996,141.529999,73700,141.529999,55.31313,438.55277
3270,27-12-2019,Dec,2019,TM,142,142,141.240005,141.279999,133000,141.279999,61.62745,436.8456
3271,30-12-2019,Dec,2019,TM,141.460007,141.460007,140.440002,140.610001,91800,140.610001,62.11074,435.24087
3272,31-12-2019,Dec,2019,TM,140.580002,140.729996,140.130005,140.539993,89700,140.539993,55.5349,433.73242
3273,02-01-2020,Jan,2020,TM,142,142.350006,141.529999,142.240005,118100,142.240005,61.61882,431.24582
3274,03-01-2020,Jan,2020,TM,141.229996,141.419998,140.300003,140.75,174900,140.75,57.45006,427.92124
3275,06-01-2020,Jan,2020,TM,139.460007,140.889999,139.460007,140.770004,150200,140.770004,43.96264,424.92912
3276,07-01-2020,Jan,2020,TM,142.130005,142.429993,141.360001,141.509995,123500,141.509995,47.37834,421.33762
3277,08-01-2020,Jan,2020,TM,140.910004,141.580002,140.600006,141.160004,117700,141.160004,45.98476,418.17711
3278,09-01-2020,Jan,2020,TM,141.160004,141.160004,140.110001,140.509995,116200,140.509995,55.65108,414.30931
3279,10-01-2020,Jan,2020,TM,140,140.160004,139.470001,139.729996,172000,139.729996,57.41228,409.02782
3280,13-01-2020,Jan,2020,TM,140.160004,140.649994,139.720001,140.559998,114100,140.559998,60.42107,403.80281
3281,14-01-2020,Jan,2020,TM,140.419998,140.710007,140.020004,140.369995,109400,140.369995,61.73458,398
3282,15-01-2020,Jan,2020,TM,139.610001,139.820007,139.279999,139.360001,138200,139.360001,60.4824,389.7
3283,16-01-2020,Jan,2020,TM,139.440002,140.100006,139.369995,140.100006,104000,140.100006,61.02901,385.39999
3284,17-01-2020,Jan,2020,TM,139.679993,140.059998,139.470001,140.039993,91100,140.039993,60.79148,380
3285,21-01-2020,Jan,2020,TM,141.75,142.960007,141.399994,142.380005,166200,142.380005,48.84638,356.5
3286,22-01-2020,Jan,2020,TM,141.929993,142.229996,141.220001,141.559998,170800,141.559998,45.36373,357.016
3287,23-01-2020,Jan,2020,TM,142.449997,143.100006,142.100006,143.059998,169400,143.059998,49.85658,357.52168
3288,24-01-2020,Jan,2020,TM,143.490005,143.759995,142.240005,142.759995,204900,142.759995,53.65342,358.01725
3289,27-01-2020,Jan,2020,TM,141.440002,141.539993,140.679993,141.059998,186800,141.059998,46.44668,358.5029
3290,28-01-2020,Jan,2020,TM,141.669998,142.589996,141.669998,142.580002,234500,142.580002,43.37734,358.97884
3291,29-01-2020,Jan,2020,TM,142.580002,142.580002,141.550003,141.550003,116900,141.550003,47.71635,382.29999
3292,30-01-2020,Jan,2020,TM,140.5,141.190002,139.729996,141.080002,111400,141.080002,43.18536,381.80399
3293,31-01-2020,Jan,2020,TM,140.050003,140.600006,138.509995,138.839996,281600,138.839996,39.97039,381.31791
3294,03-02-2020,Feb,2020,TM,138.679993,139.880005,138.550003,138.919998,160600,138.919998,32.86142,380.84155
3295,04-02-2020,Feb,2020,TM,140.740005,141.630005,140.529999,140.949997,208100,140.949997,46.2186,380.37472
3296,05-02-2020,Feb,2020,TM,142.199997,142.199997,141.460007,141.720001,104100,141.720001,50.49195,379.91722
3297,06-02-2020,Feb,2020,TM,144,144.389999,143.059998,143.850006,204600,143.850006,52.31059,379.46888
3298,07-02-2020,Feb,2020,TM,142.990005,143.160004,142.259995,142.339996,98000,142.339996,50.67955,378.29413
3299,10-02-2020,Feb,2020,TM,140.929993,141.899994,140.710007,141.279999,135800,141.279999,47.96934,376.29648
3300,11-02-2020,Feb,2020,TM,141.990005,142.339996,141.699997,142.110001,151200,142.110001,51.18472,373.65276
3301,12-02-2020,Feb,2020,TM,142,142.660004,141.949997,142.429993,99100,142.429993,54.85385,370.39248
3302,13-02-2020,Feb,2020,TM,141,141.460007,140.779999,141.100006,135900,141.100006,53.62105,366.76338
3303,14-02-2020,Feb,2020,TM,140.600006,140.990005,139.759995,140.149994,139200,140.149994,50.78253,363.56978
3304,18-02-2020,Feb,2020,TM,139.059998,140,138.580002,139.380005,275800,139.380005,45.48237,360.7594
3305,19-02-2020,Feb,2020,TM,137.630005,138.679993,137.520004,137.839996,315200,137.839996,51.71481,340.14999
3306,20-02-2020,Feb,2020,TM,138.630005,139.410004,138.240005,139.110001,241000,139.110001,49.64831,358.39999
3307,21-02-2020,Feb,2020,TM,139.300003,139.809998,138.639999,139.039993,150600,139.039993,#N/A,358.39999
3308,24-02-2020,Feb,2020,TM,135.119995,135.309998,134.009995,134.490005,398800,134.490005,40.04297,357.36599
3309,25-02-2020,Feb,2020,TM,136.259995,136.259995,133.300003,134.029999,317700,134.029999,39.0242,356.37335
3310,26-02-2020,Feb,2020,TM,135.199997,136.279999,134.619995,135.130005,316800,135.130005,35.35265,354.92595
3311,27-02-2020,Feb,2020,TM,133.160004,133.729996,131.229996,131.399994,304700,131.399994,34.04675,353.5654
3312,28-02-2020,Feb,2020,TM,128.850006,130.800003,128,130.75,367900,130.75,24.67579,351.64816
3313,02-03-2020,Mar,2020,TM,131,132.979996,130.139999,132.710007,264200,132.710007,23.55913,348.91335
3314,03-03-2020,Mar,2020,TM,132.449997,133.990005,130.020004,130.949997,289000,130.949997,31.775,346.45201
3315,04-03-2020,Mar,2020,TM,129.5,131.990005,129,131.850006,244600,131.850006,30.68551,344.23681
3316,05-03-2020,Mar,2020,TM,129.5,129.830002,128.800003,129.199997,401900,129.199997,31.55534,324.29999
3317,06-03-2020,Mar,2020,TM,127.419998,127.879997,126.199997,127.110001,292200,127.110001,26.08209,324.70399
3318,09-03-2020,Mar,2020,TM,122.599998,125.690002,122.239998,122.790001,435200,122.790001,19.18438,326.26383
3319,10-03-2020,Mar,2020,TM,126.290001,127,123.239998,126.989998,462100,126.989998,#N/A,329.029
3320,11-03-2020,Mar,2020,TM,125.160004,126.230003,122.610001,122.790001,565500,122.790001,19.47852,331.62826
3321,12-03-2020,Mar,2020,TM,118.779999,118.779999,111.480003,112.199997,536300,112.199997,13.04493,334.07156
3322,13-03-2020,Mar,2020,TM,117.18,117.269997,111.589996,116.230003,448700,116.230003,24.35736,336.36827
3323,16-03-2020,Mar,2020,TM,110,112.510002,108.010002,108.5,409400,108.5,18.86945,338.52718
3324,17-03-2020,Mar,2020,TM,115.610001,119.709999,113.699997,118.889999,743300,118.889999,17.57331,340.55655
3325,18-03-2020,Mar,2020,TM,115.870003,119.279999,112.040001,116.07,579800,116.07,15.14934,372.35001
3326,19-03-2020,Mar,2020,TM,118.120003,120.410004,116.959999,118.230003,481000,118.230003,14.27538,371.65401
3327,20-03-2020,Mar,2020,TM,120,121.849998,116.459999,116.459999,317000,116.459999,25.18535,370.09185
3328,23-03-2020,Mar,2020,TM,113.720001,114.410004,108.610001,111.099998,487900,111.099998,19.03948,368.59217
3329,24-03-2020,Mar,2020,TM,114.029999,116.970001,112.519997,116.349998,407400,116.349998,22.46422,366.42664
3330,25-03-2020,Mar,2020,TM,121.639999,123.199997,118.459999,121.290001,486900,121.290001,30.98059,364.39104
3331,26-03-2020,Mar,2020,TM,122.019997,126.559998,122.019997,126.339996,377300,126.339996,35.74012,362.47758
3332,27-03-2020,Mar,2020,TM,125.099998,129.25,125.010002,127.239998,329700,127.239998,36.01617,359.92737
3333,30-03-2020,Mar,2020,TM,124.419998,125.290001,123,125.220001,274400,125.220001,32.94254,356.70964
3334,31-03-2020,Mar,2020,TM,120.199997,122.160004,119.550003,119.949997,356600,119.949997,37.72264,353.02448
3335,01-04-2020,Apr,2020,TM,118,119.330002,116.5,116.709999,398100,116.709999,34.81922,349.78154
3336,02-04-2020,Apr,2020,TM,115.910004,118.120003,115.720001,117.82,292600,117.82,#N/A,326
3337,03-04-2020,Apr,2020,TM,114.809998,115.690002,113.980003,115,337100,115,33.44889,326.513
3338,06-04-2020,Apr,2020,TM,120,122.809998,119.400002,122.410004,328200,122.410004,#N/A,327.01574
3339,07-04-2020,Apr,2020,TM,125.57,125.669998,121.900002,121.900002,239600,121.900002,43.4384,327.50842
3340,08-04-2020,Apr,2020,TM,123.169998,123.919998,121.75,123.540001,238900,123.540001,43.01194,327.99126
3341,09-04-2020,Apr,2020,TM,124.209999,124.839996,123.089996,123.410004,216300,123.410004,47.63885,328.46443
3342,13-04-2020,Apr,2020,TM,121.75,121.800003,120.18,121.260002,154300,121.260002,46.32222,328.92814
3343,14-04-2020,Apr,2020,TM,124.769997,125.25,123.699997,124.639999,297800,124.639999,#N/A,329.38258
3344,15-04-2020,Apr,2020,TM,124.059998,124.059998,122.629997,122.989998,302200,122.989998,45.53523,351.64999
3345,16-04-2020,Apr,2020,TM,122,122.099998,120.510002,121.830002,195400,121.830002,46.49911,351.07699
3346,17-04-2020,Apr,2020,TM,124.959999,124.959999,123.519997,124.610001,180900,124.610001,50.34031,349.26191
3347,20-04-2020,Apr,2020,TM,122.68,123.169998,121.639999,121.709999,176700,121.709999,50.27078,347.51944
3348,21-04-2020,Apr,2020,TM,121.449997,121.980003,120.410004,120.669998,221700,120.669998,46.32782,345.84666
3349,22-04-2020,Apr,2020,TM,122.139999,122.139999,121.110001,121.43,181700,121.43,49.46172,343.30586
3350,23-04-2020,Apr,2020,TM,122.370003,123.269997,121.669998,121.68,156100,121.68,51.3434,339.41739
3351,24-04-2020,Apr,2020,TM,122.75,122.790001,121.690002,122.559998,114100,122.559998,48.87442,335.84
3352,27-04-2020,Apr,2020,TM,123.75,124.419998,123.25,124.199997,160300,124.199997,50.91284,332.5488
3353,28-04-2020,Apr,2020,TM,126.230003,126.93,125.470001,125.489998,195700,125.489998,52.48565,327.70392
3354,29-04-2020,Apr,2020,TM,127.660004,128.789993,127.139999,127.860001,171100,127.860001,55.18992,323.34353
3355,30-04-2020,Apr,2020,TM,124.900002,125.07,122.970001,123.589996,265300,123.589996,59.59255,319.41918
3356,01-05-2020,May,2020,TM,121.639999,122.230003,121.010002,121.120003,183200,121.120003,#N/A,315.88726
